,index,Date,Headline
25041,5943,2020-06-26,Protesters surround Tehkal Police Station in Peshawar amid outcry over police brutality 
25042,5944,2020-06-26,Jubilation as Liverpool win Premier League to end 30-year drought 
25043,5945,2020-06-26,Saba Qamar gets real about depression on her YouTube channel 
25044,5946,2020-06-26,On anti-torture day  PM Imran highlights Indian abuses in IOK as Bilawal advises 'looking inward' 
25045,5947,2020-06-26,Fair & Lovely is rebranding. But is that enough? 
25046,5948,2020-06-27,KE failed to upgrade systems  is now facing issues: energy ministry 
25047,5949,2020-06-26,Interview: 'India wants to quell domestic dissent after China clash by diverting attention' 
25048,5950,2020-06-26,A Lahore-based storyteller is putting music to illustration and the results are magical 
25049,5951,2020-06-26,Asad Umar says number of Covid-19 cases in end June to be lower than earlier predicted 
25050,5952,2020-06-26,Former JI emir Syed Munawar Hasan passes away in Karachi 
25051,5953,2020-06-26,'Dubious pilot licences' do not pertain to PIA alone  says national carrier 
25052,5954,2020-06-26,Critics term Fair & Lovely rebranding a 'gimmick' 
25053,5955,2020-06-26,Editorial: PK-8303 crash is inextricably linked to the rot within PIA and its regulator CAA 
25054,5956,2020-06-26,Christopher Nolan's Tenet delayed again amid coronavirus outbreak 
25055,5957,2020-06-26,This 13-year-old has the most wholesome YouTube channel ever 
25056,5958,2020-06-26,Editorial: Authorities should focus on number of tests conducted instead of people testing positive 
25057,5959,2020-06-26,This memoir explores life under the mortal threat of a pandemic over 100 years ago 
25058,5960,2020-06-26,There is a science behind Fawad Chaudhry's selection of opponents 
25059,5961,2020-06-26,Indian capital plans mass screenings as cases surge 
25060,5962,2020-06-26,Studies of antibody test accuracy fall short: report 
25061,5963,2020-06-26,Senegalese children return to school 
25062,5964,2020-06-26,Hamas says West Bank annexation would be declaration of war 
25063,5965,2020-06-26,Google to pay some news outlets for content 
25064,5966,2020-06-27,Etihad Airways suspends flights from Pakistan 
25065,5967,2020-06-26,PM hails accord on $2.4bn hydel project 
25066,5968,2020-06-26,Country no more self-sufficient in wheat  NA told 
25067,5969,2020-06-26,Opposition rejects Balochistan budget  terms it anti-people 
25068,5970,2020-06-26,Social contract between State  subjects not being complied with: CJP 
25069,5971,2020-06-26,WHO donates two PCR machines to KP health dept 
25070,5972,2020-06-26,Govt announces judicial probe into custodial torture 
25071,5973,2020-06-26,Govt committed to eliminating torture in custody: minister 
25072,5974,2020-06-26,Uniform education system at primary level from next year: PM 
25073,5975,2020-06-26,Two Ghouri Town phases to be sealed today 
25074,5976,2020-06-26,DC claims 3 000 tests carried out in capital every day since Eid 
25075,5977,2020-06-26,Five AQIS militants handed down jail terms by Gujranwala ATC 
25076,5978,2020-06-26,Petrol smuggling breach of security  says LHC 
25077,5979,2020-06-26,Two negative tests condition for Covid patients abolished in Punjab 
25078,5980,2020-06-26,Karachi residents  traders irked by prolonged power cuts in hot weather 
25079,5981,2020-06-26,Three MQM-L men planning terror attacks held 
25080,5982,2020-06-26,Governors rule may be imposed in Sindh if needed  says opposition leader in PA 
25081,5983,2020-06-26,Five reserve players  11 support staff undergo Covid-19 test 
25082,5984,2020-06-26,Imran inspired young generation of fast bowlers: Aamir Sohail 
25083,5985,2020-06-26,Bio-secure England camp like a sci-fi movie  says Wood 
25084,5986,2020-06-26,SBP reserves fall $145.9m 
25085,5987,2020-06-26,Equities flat  safe havens rise as virus cases surge 
25086,5988,2020-06-26,Indian boycott of Chinese goods may not be feasible 
25087,5989,2020-06-26,SSGC seeks price increase  enrages industry 
25088,5990,2020-06-26,Rs6.2bn released to textile sector 
25089,5991,2020-06-26,Three Chinese hydel projects get ECC approval after a one year wait 
25090,5992,2020-06-26,Implementation of indicative generation capacity plan put on hold 
25091,5993,2020-06-26,Afghan envoy meets army chief  PPP chairman 
25092,5994,2020-06-26,Tax exemptions on official perks cost Rs30bn in 2019  says FBR 
25093,5995,2020-06-26,Speaker suspends proposal for cuts in NA  Senate budgets 
25094,5996,2020-06-26,Pakistan seeks uniform policy for international air travel 
25095,5997,2020-06-26,Credibility crisis hits PIA  CAA over dubious licences of pilots 
25096,5998,2020-06-26,PM highlights successes in 22-month rule 
25097,5999,2020-06-28,Pakistan rejects 'illegal' grant of occupied Kashmir domicile certificates to Indian nationals 
25098,6000,2020-06-27,Opposition up in arms as govt tries to justify record hike in petrol prices 
25099,6001,2020-06-27,6 Pakistan cricketers get negative result in second Covid test 
25100,6002,2020-06-27,PIA moves to assuage concern over 'dubious' pilot licences 
25101,6003,2020-06-27,White actors will no longer voice non-white characters on The Simpsons 
25102,6004,2020-06-27,'India's George Floyds': Father-son death in police custody sparks outrage 
25103,6005,2020-06-27,This digital platform will make it easier for you to workout at home 
25104,6006,2020-06-27,Russia offered Afghan militants bounties to kill US troops: NY Times 
25105,6007,2020-06-27,UN Women  KP Ombudsperson launch toolkit to eliminate workplace harassment 
25106,6008,2020-06-27,Margot Robbie will star in female-centric Pirates of the Caribbean 
25107,6009,2020-06-27,In his rare NA appearance  PM Imran's weapon of communication failed him. Why? 
25108,6010,2020-06-27,Editorial: Slip of the tongue? 
25109,6011,2020-06-27,Dont tear down statues 
25110,6012,2020-06-27,Insight: What is life? 
25111,6013,2020-06-27,Art Corner 
25112,6014,2020-06-27,Story Time: Perfection is an illusion 
25113,6015,2020-06-27,The weekly weird 
25114,6016,2020-06-27,Spotlight 
25115,6017,2020-06-27,Wonder Craft: Popsicle stick catapult 
25116,6018,2020-06-27,Book review: The Lion Guard  Unlikely Friends 
25117,6019,2020-06-27,Fact! Minecraft 
25118,6020,2020-06-27,Opinion: You dont need  motivation 
25119,6021,2020-06-27,Poet's Corner 
25120,6022,2020-06-27,Mailbox 
25121,6023,2020-06-27,Innovative social distancing 
25122,6024,2020-06-30,Discrepancies behind issuance of dubious pilots licences  says PIA 
25123,6025,2020-06-27,Lawyers bodies lodge FIR against elements hurling threats at Justice Isa 
25124,6026,2020-06-27,PTM says ready for talks but calls for confidence-building measures 
25125,6027,2020-06-27,IHC calls for explanation about Cynthia visa status 
25126,6028,2020-06-27,PM orders food security ministry to resolve farmers problems 
25127,6029,2020-06-27,Smart lockdown imposed in Haripur areas as virus cases rise 
25128,6030,2020-06-27,Waziristan blast injures two security men 
25129,6031,2020-06-27,30 held as protests against custodial torture continue 
25130,6032,2020-06-27,PM approves grant for construction of Hindu temple in Islamabad 
25131,6033,2020-06-27,Rawalpindis Narankari Bazaar  Bara Market next to be sealed 
25132,6034,2020-06-27,Action launched in Chiniot against filling stations over petrol shortage 
25133,6035,2020-06-27,Sufficient beds  ventilators available for Covid patients in Punjab 
25134,6036,2020-06-27,Open-air jail for face mask violators in Daska 
25135,6037,2020-06-27,Sexual abuse cases: Judge for use of only sterile objects to collect evidence 
25136,6038,2020-06-27,Bilawal  others agree on MPC next week 
25137,6039,2020-06-27,Four-year-old boy dies upon denial of emergency treatment in Jacobabad 
25138,6040,2020-06-27,Governors intervention may bring respite for power-starved Karachi 
25139,6041,2020-06-27,Murad claims around Rs70bn to be spent on Karachis uplift in upcoming fiscal year 
25140,6042,2020-06-27,Six injured in Glasgow stabbing  suspect killed 
25141,6043,2020-06-27,Norway starts digging up first Viking ship in a century 
25142,6044,2020-06-27,Over $30bn needed to develop Covid-19 tests  treatments  vaccines  says WHO 
25143,6045,2020-06-27,US  Europe battle fresh virus surges 
25144,6046,2020-06-27,Pentagon chief seeks to reassure Nato over US troop plans 
25145,6047,2020-06-27,Monthly stipends of domestic cricketers raised as PCB unveils budget 
25146,6048,2020-06-27,Uncertainty looms large as Pakistan squad prepares to leave for England 
25147,6049,2020-06-27,West Indies coach has no worries over Holders fitness 
25148,6050,2020-06-27,Davis Cup  Fed Cup Finals postponed to 2021 
25149,6051,2020-06-27,Unilever to stop US advertising on Facebook  Instagram and Twitter 
25150,6052,2020-06-27,Germany can afford more debt to fund EU recovery: Merkel 
25151,6053,2020-06-27,Karachi industry hit by massive loadshedding 
25152,6054,2020-06-27,NA passes Rs4.2tr budgetary demands  grants 
25153,6055,2020-06-27,Zardaris indictment in Park Lane reference deferred again 
25154,6056,2020-06-27,Pakistans case not taken up at FATF meeting: FO 
25155,6057,2020-06-27,Peace talks between Afghan factions likely soon 
25156,6058,2020-06-27,OMCs petitions against probe body disposed of 
25157,6059,2020-06-27,Electricity users suffer as stakeholders play blame game 
25158,6060,2020-06-27,SC summons man for hurling abuses at Isa  judiciary 
25159,6061,2020-06-27,Record hike in prices of oil products notified 
25160,6062,2020-06-28,Ninth Indian spying quadcopter this year shot down along LoC: ISPR 
25161,6063,2020-06-29,Opposition parties reject govt's budget for new fiscal year 
25162,6064,2020-06-28,Depleted Pakistan cricket squad leave for England 
25163,6065,2020-06-28,US sanctions  coronavirus make for Iran's toughest year: Rouhani 
25164,6066,2020-06-28,Global coronavirus cases exceed 10 million 
25165,6067,2020-06-28,Blackpink breaks YouTube records again with new single 
25166,6068,2020-06-28,India gave a befitting reply to 'those coveting our territories'  says Modi 
25167,6069,2020-06-28,Hong Kongers march in silent protest against national security laws 
25168,6070,2020-06-28,'If my father has done anything illegal  present him in a court of law  dont make him disappear like this' 
25169,6071,2020-06-28,Like Tenet  Mulan also postpones release date to August 
25170,6072,2020-06-28,11th Tehzeeb Festival kicks off online 
25171,6073,2020-06-28,China vs India: Geopolitics of a clash 
25172,6074,2020-06-28,With its defence of price hike  the govt shows it is more focused on deflecting blame than on solutions 
25173,6075,2020-06-28,Denial  panic  scapegoating and ultimate sense: The four stages of pandemic reactions 
25174,6076,2020-06-28,COLUMN: THE SYCORAX SYNDROME 
25175,6077,2020-06-28,NOTES: READING IN THE TIMES COLUMN OF CORONA 
25176,6078,2020-06-28,NON-FICTION: THE BLACK SWAN OF PAKISTAN 
25177,6079,2020-06-28,FICTION: BLACK LIVES MATTERS 
25178,6080,2020-06-28,Senior medic among 24 killed by virus in a single day 
25179,6081,2020-06-28,Protest threatened over lack of facilities in hospital 
25180,6082,2020-06-28,Top insurance company vacancy delaying free treatment schemes extension 
25181,6083,2020-06-28,Police move to get online game banned after teens suicide 
25182,6084,2020-06-28,Govt prepares recommendations for cattle markets 
25183,6085,2020-06-28,Masses  business community lash out at govt for POL price hike 
25184,6086,2020-06-28,MQM-P ends sit-in against Sindh govt for neglecting Karachi  vows to resume agitation soon 
25185,6087,2020-06-28,SHC order to make JIT reports public challenged in SC  court told 
25186,6088,2020-06-28,Centre blames Sindh govt for fresh delay in K-IV project 
25187,6089,2020-06-28,Taliban reject claims Russia aided fighters in attacks on US troops 
25188,6090,2020-06-28,Satellite images show buildup on disputed India-China border 
25189,6091,2020-06-28,Radioactivity hike seen in northern Europe; source unknown 
25190,6092,2020-06-28,Top US virus expert warns of serious problem as cases surge 
25191,6093,2020-06-28,India passes 500 000 coronavirus cases 
25192,6094,2020-06-28,Six migrants die  several rescued off Libya coast 
25193,6095,2020-06-28,Micheal Martin elected Irelands new PM after coalition deal 
25194,6096,2020-06-28,Clouds of uncertainty loom over Lahore horseracing circles 
25195,6097,2020-06-28,Ronaldo runs riot as Juve thump 10-man Lecce 
25196,6098,2020-06-28,Azhar upbeat about England tour amid added challenge of Covid-19 
25197,6099,2020-06-28,Gladbach reach CL  Dusseldorf relegated 
25198,6100,2020-06-28,TECH TALK: Local company takes on Google Maps 
25199,6101,2020-06-28,Canadian visa programme may lure tech workers 
25200,6102,2020-06-28,Germanys beleaguered Wirecard to proceed with business after insolvency 
25201,6103,2020-06-28,PLGMEA urges working Saturdays  double shifts 
25202,6104,2020-06-28,Positive macros help stocks close the week higher 
25203,6105,2020-06-28,A crude fall of fortunes 
25204,6106,2020-06-28,Chinese seeds to enhance cotton crop yield  says food minister 
25205,6107,2020-06-28,Iran deports Pakistani migrants 
25206,6108,2020-06-28,Police term Cynthias rape complaint baseless 
