Date,Headline
2020-06-15,Films aiming to win Oscars will need to meet diversity criteria now 
2020-06-15,Islamabad court orders FIA to initiate probe against Cynthia Ritchie for tweets on Benazir 
2020-06-15,NCOC identifies 20 cities across Pakistan with potential Covid-19 hotspots 
2020-06-15,Sonya Hussyn replaces Faryal Mehmood in movie about lockdown 
2020-06-15,Junaid Khan pays tribute to Mehdi Hassan 
2020-06-16,Legendary PAF fighter pilot Group Captain (r) Saiful Azam passes away in Bangladesh 
2020-06-15,Uncertainties and aspirations 
2020-06-15,Crunched in the middle 
2020-06-15,The best-laid plans of mice and men 
2020-06-15,Coronavirus resurgence in Beijing prompts reinstatement of tough measures 
2020-06-15,Living alone is hard for women in Pakistan but lessons from these outliers can help 
2020-06-15,Torture  sexual abuse of maid: Three women among seven booked in Rahim Yar Khan 
2020-06-15,Punjab govt urged to enhance social media presence 
2020-06-15,KP govt to train private hospitals staff on infection control 
2020-06-15,KP politicians  traders flay govt over anti-people budget 
2020-06-15,Relaxing lockdown  SOPs violation led to increase in Covid-19 cases: Punjab health official 
2020-06-15,Sheikh Rashid recovering fast: nephew 
2020-06-15,Punjab to facilitate small businesses despite uncertainty 
2020-06-15,Sino-US ties at a crossroads 
2020-06-15,Sindh set to approach Centre for probe into fake domicile cases 
2020-06-15,Murad to present Sindh budget for 2020-21 on 17th 
2020-06-15,PTI accuses Sindh IG Mahar of becoming PPP activist 
2020-06-15,CPEC placed in cold storage due to influence from West 
2020-06-17,Elderly persons  MPAs family in Sindh of 18 survive Covid-19 keeping spirits high 
2020-06-15,Sri Lanka holds mock election to test virus measures 
2020-06-15,Statue of famous Italian journalist defaced in Milan 
2020-06-15,End abusive identity checks  Human Rights Watch tells France 
2020-06-15,Australian police arrest two after Captain Cook statue defaced 
2020-06-15,Putin condemns mayhem and rioting at US  anti-racism protests 
2020-06-15,Berliners form socially-distanced human chain against racism 
2020-06-15,Over 400 Afghan security men killed or wounded by Taliban in past week 
2020-06-15,Pandemic leads to a bicycle boom and shortage 
2020-06-15,Trumps unsteady ramp walk raises fresh health questions 
2020-06-15,Gavaskar believes September IPL in Sri Lanka viable option 
2020-06-15,Simmons puts his faith in domino theory to build WI morale 
2020-06-15,Dont compare Babar with Kohli  pleads Younis 
2020-06-15,Sohail Tanvir warns players of likely approaches from corrupt elements 
2020-06-15,Inzamam queries wisdom of naming  big squad for England tour 
2020-06-15,Bureaucracy blamed for petrol shortage 
2020-06-15,Uranium exploration in Bannu  Kohat approved 
2020-06-15,Khuzdar gets PCR testing facility 
2020-06-15,PIA to operate two flights to Kyrgyzstan to bring back stranded Pakistanis 
2020-06-15,FM advises Delhi to focus on domestic issues 
2020-06-15,FM Qureshi urges use of modern technology for efficiency in official matters 
2020-06-15,Covid-19: where does testing help? 
2020-06-15,NA speaker wants Pakistanis stranded in Kuwait repatriated 
2020-06-15,NA  Senate  begin budget debate today 
2020-06-15,Violence grips US again as police kill another black man 
2020-06-15,NAB to contact Interpol for bringing back Shahbazs son 
2020-06-15,Govt again offers dialogue to estranged PTM 
2020-06-15,Virus cases may cross million mark by July 31: Asad 
2020-06-16,Pakistan rejects Delhi's 'irresponsible' statement on hit-and-run accident involving Indian High Commission officials 
2020-06-16,PM Imran arrives in Karachi for two-day visit to Sindh 
2020-06-16,Key dates in India-China border tensions 
2020-06-16,Steroid drug hailed as 'major breakthrough' in Covid-19 as trial shows it saves lives 
2020-06-16,US Representative Ilhan Omar's father dies due to coronavirus 
2020-06-16,North Korea blows up liaison office on its side of border with South  raising tensions 
2020-06-16,Maryam Nawaz is on Instagram and it's not for politics 
2020-06-17,Earthquake tremors felt in Islamabad  KP: reports 
2020-06-16,Mahira Khan narrates what it's like to feel lost in oneself 
2020-06-16,Saudi faces perilous Haj call as virus spikes 
2020-06-17,Indian army says 20 of its troops killed in border clash with China 
2020-06-16,Shaan Shahid loves Ertugrul after all but is still against PTV airing it 
2020-06-16,India-China tensions: A perilous stand-off to avoid 
2020-06-16,Pakistani society's response to the pandemic depicts our deep distrust in the state 
2020-06-16,GB doctors protest lack of PPEs  facilities in hospitals 
2020-06-16,PM satisfied with virus testing kits  PPE availability 
2020-06-16,Eidul Azha to be celebrated on July 31  predicts minister 
2020-06-16,Three given jail terms by Paris court over Karachi affair 
2020-06-16,Khawaja Asif for placing names of PMs adviser  SBP governor on ECL 
2020-06-16,FM shrugs off Indias expected election as UNSC member 
2020-06-16,Ex-envoy among six acquitted of terror financing 
2020-06-16,Students protest faulty online system  charging of fee by varsities 
2020-06-16,Details of properties gathered through surveillance: Justice Isa 
2020-06-16,Budget 2020-21: Rs56 billion tax relief for corona-hit businesses 
2020-06-16,Rs13bn allocated by Punjab for fighting Covid-19 
2020-06-16,32 Lahore localities to face smart lockdown 
2020-06-16,Uzair Baloch shifted from prison to Rangers Mitha Ram hostel 
2020-06-16,PSM employees move SHC against govts dismissal plan 
2020-06-16,Key absconding suspect in TV journalists murder case held after nine years 
2020-06-16,European states reopen borders after three months 
2020-06-16,Britain finds wreckage but not pilot of US F-15 jet 
2020-06-16,UN atomic watchdog head calls for more access in Iran 
2020-06-16,China will handle some Hong Kong national security cases  says official 
2020-06-16,Russia convicts American of spying  outrages US 
2020-06-16,PCB awaiting detailed reply from ECB over bio-secure measures 
2020-06-16,Wahab ready for Test return in England series  if required by team 
2020-06-16,It is my career and I will retire on my own terms: Hafeez 
2020-06-16,Djokovic breaks down in tears after hosting Belgrade event 
2020-06-16,Marcelo takes a knee as Real win at their training centre 
2020-06-16,Careem launches Super App 
2020-06-16,Provinces asked to chip in Rs110bn for uplift of tribal regions  DHQ hospitals 
2020-06-16,Banks resilient to Covid-19: SBP 
2020-06-16,BUDGET 2020-21: Punjab increases development budget by 9.42pc 
2020-06-16,Locust swarms exist in 43 districts  warns NDMA 
2020-06-16,Polio case reported in Pishin 
2020-06-16,US-Pakistani doctors raise concerns over virus surge in their homeland 
2020-06-16,PTA asks internet users to register VPNs to avoid ban after June 30 
2020-06-16,Package for locust-hit areas sought by Balochistan 
2020-06-17,Expedition team finds ancient Christian relic in Skardu 
2020-06-16,FBR graft causing Rs1tr loss  minister tells Senate 
2020-06-16,Govt ready to face consequences in Isa case  counsel tells SC 
2020-06-16,Road accident in Islamabad triggers India-Pakistan spat 
2020-06-16,Mill owners not selling sugar at Rs70 per kg  IHC told 
2020-06-16,Budget 2020-21: Rs56bn tax relief for small businesses in Punjab budget 
2020-06-16,Govt identifies virus hotspots  in 20 cities 
2020-06-17,SAPM warns against unprescribed use of dexamethasone  says only to be taken by critically ill patients 
2020-06-18,Fists  stones and clubs: China and India's brutal high altitude  low-tech battle 
2020-06-18,PM Imran says 'no objection to 18th Amendment but certain points need to be reviewed' 
2020-06-17,Army huddle resolves to thwart Indian designs in occupied Kashmir 
2020-06-17,US hits Syria with toughest sanctions yet to push Assad to end war 
2020-06-17,'Don't underestimate me'  Naseem Shah warns England 
2020-06-17,Pakistani celebs pay tribute to the iconic Tariz Aziz 
2020-06-17,'India wants peace but will give befitting response if provoked ' says Modi after China border clash 
2020-06-17,BNP-M chief announces withdrawal from PTI coalition govt 
2020-06-17,Ode to Servis Shoes 
2020-06-17,Sushant Singh Rajput's final film will release online 
2020-06-17,Renowned TV host Tariq Aziz passes away at 84 
2020-06-17,Emmy Awards happening in September as planned 
2020-06-17,Why Malayalam cinema is an engaging alternative to Hindi cinema 
2020-06-17,30 Rock is coming back for an hour long reunion special 
2020-06-17,Returning our lives to normal will take time 
2020-06-17,There is still time for govt to salvage the situation  take the battle against Covid-19 seriously 
2020-06-17,Lockdown enforced  in virus-hit areas of several districts in KP 
2020-06-17,Senior doctor among 24 fresh victims of pandemic in KP 
2020-06-17,Khyber transporters protest illegal checkpost 
2020-06-17,Owners demand reopening of wedding halls in KP 
2020-06-17,Police inspector dies of Covid-19 
2020-06-17,District admin planning to seal 22 localities in Pindi 
2020-06-17,I-8  I-10 sub-sectors and marakaz to be locked down tomorrow 
2020-06-17,Six years on  Model Town victims still await justice 
2020-06-17,NAB challenges bail granted to Shahbaz in assets case 
2020-06-17,Medics dont see benefits of lockdown after spike in infections 
2020-06-17,Smart lockdown imposed on seven cities in Punjab 
2020-06-17,Rs2 trillion cut in Sindhs share to drastically affect uplift sector  says Khuhro 
2020-06-17,Amid coronavirus spread  health experts warn against self-medication 
2020-06-17,Three Kharadar siblings death remains a mystery 
2020-06-17,Sindh govt imposes smart lockdown in provinces select areas 
2020-06-17,Palestinians shred files amid fear of Israeli incursion 
2020-06-17,Moscow reopens museums and restaurants after two months 
2020-06-17,German neo-Nazi planned politicians murder for years 
2020-06-17,French police fire tear gas at healthcare protest 
2020-06-17,Africa urges UN probe into US systemic racism  police violence 
2020-06-17,Pakistan have good experience of playing in empty stadiums  says Abid 
2020-06-17,I hope to rediscover my touch on England tour: Fakhar Zaman 
2020-06-17,Hope aiming for Test turnaround in England 
2020-06-17,Qatar virtually unveils third 2022 World Cup venue 
2020-06-17,Value hunters help stocks recoup partial losses 
2020-06-17,German investor confidence highest since March 2006 
2020-06-17,PIA to cut freight charges for mango shipments 
2020-06-17,Oil imports dip 74pc to three-month low 
2020-06-17,Senators inquire into customised benefits for two companies in Finance Bill 
2020-06-17,Textile exports tumble 36.5pc in May 
2020-06-17,Lockdown extended for 15 days in Balochistan 
2020-06-17,IMF deal outdated after Covid-19: Bilawal 
2020-06-17,Body clears bills allowing perks for parliamentarians family members 
2020-06-17,Number of jobless people to reach 6.65m in 2020-21 
2020-06-17,AJK PM asks Qureshi to clarify his UNSC remarks 
2020-06-17,Committee being formed to boost construction sector 
2020-06-17,PM  other PTI leaders have properties in UK: Justice Isa 
2020-06-17,PMs first visit to Karachi in three months 
2020-06-17,PHC sets aside 200 convictions by military courts 
2020-06-17,35 doctors in the dock for refusing to treat virus patients 
2020-06-17,Services chiefs attend rare briefing at ISI headquarters 
2020-06-17,China blames Indian troops for deadly border clash 
2020-06-17,SC suggests way out to govt in Justice Isa case 
2020-06-17,Plasma therapy no cure for virus: ministry 
2020-06-18,Why Budget 2021 has increased the odds of a severe recession in Pakistan 
2020-06-18,Troubled Trump attacks ex-aide who calls him not 'fit' for office 
2020-06-18,'Smart lockdown' begins in Karachi's Covid-19 hotspots 
